gname,glong,glat,radius,vlsr,e_vlsr,line,e_line,line_unit,beam_area,line_freq,fwhm,e_fwhm,te,e_te,source,author,telescope,kdar,Rgal,near,far,tangent,vlsr_tangent,plx,dist_author,te_priority
G003.650-00.122,3.65037,-0.121412,72.4987,5.1,0.3,55.31233213043612,1.681842864254414,mJy/beam,20478.46,8000.0,22.55,0.79,5841.2,238.5,SHRDS Full Catalog,Wenger et al. (2021),ATCA,,6.120989485587476,2.062428428428426,14.18503303303302,8.149430430430423,63.77295821640679,,,0
G003.664-00.098,3.66473,-0.0973653,31.9625,6.2,0.1,16.400000000000002,0.128,mJy/beam,6893.719775719162,8000.0,22.9,0.2,,500.0,WISE Catalog,Anderson et al. (2015b),GBT,,5.75545115003557,2.402844844844843,13.87015115115114,8.15167767767767,63.88009366829726,,,0
G003.928-00.116,3.928,-0.116,42.5,32.1,0.1,18.240000000000002,0.18000000000000002,mJy/beam,6893.719775719162,8000.0,20.9,0.2,,500.0,WISE Catalog,Anderson et al. (2011),GBT,,1.9419079420244794,6.28799499499499,9.996238238238229,8.151069069069061,65.92533449309931,,,0
G003.959-00.094,3.95964,-0.0937529,134.322,6.5,1.6,117.04000000000002,11.088000000000001,mJy/beam,146848.46859520106,8000.0,35.3,3.8,,500.0,WISE Catalog,Lockman  Pisano  & Howard (1996),NRAO 140',,5.713401608017705,2.459259259259257,13.835375375375365,8.149390390390383,65.92478729647003,,,0
G003.999+00.337,3.99996,0.337511,59.7848,7.3,0.6,1.4000000000000001,0.096,mJy/beam,6893.719775719162,8000.0,18.8,1.5,,500.0,WISE Catalog,Anderson et al. (2015b),GBT,,5.67898638952386,2.528963963963962,13.80279179179178,8.148630630630622,66.61956032914131,,,0
G004.409+00.110,4.40923,0.110598,235.498,4.1,0.9,332.64000000000004,27.72,mJy/beam,146848.46859520106,8000.0,21.0,2.0,,500.0,WISE Catalog,Lockman (1989),NRAO 140',,6.719009860168712,1.4379239239239228,14.805181181181169,8.14676876876876,69.96582410489171,,,0
G004.557-00.124,4.55783,-0.123089,157.147,10.2,0.1,24.44,0.21200000000000002,mJy/beam,6893.719775719162,8000.0,22.8,0.2,,500.0,WISE Catalog,Anderson et al. (2011),GBT,,5.189633956321283,2.9250460460460435,13.308227227227215,8.142683683683677,71.00559753439796,,,0
G005.068+00.275,5.06864,0.275003,274.718,12.0,1.6,295.68,24.64,mJy/beam,146848.46859520106,8000.0,20.6,2.2,,500.0,WISE Catalog,Lockman (1989),NRAO 140',,5.068806800562988,3.1289399399399374,13.180993993993983,8.139981981981975,74.85766288100146,,,0
G005.189-00.285,5.18933,-0.284667,132.301,1.9,1.7,141.68,17.248,mJy/beam,146848.46859520106,8000.0,28.2,3.9,,500.0,WISE Catalog,Lockman (1989),NRAO 140',,7.348987108414074,0.8542802802802796,15.43707207207206,8.13413813813813,75.64875162463564,,,0
G005.332+00.081,5.332,0.081,546.414,11.8,0.6,264.88000000000005,17.864,mJy/beam,146848.46859520106,8000.0,17.5,1.4,,500.0,WISE Catalog,Lockman  Pisano  & Howard (1996),NRAO 140',,5.268720418140548,2.9276396396396374,13.35318018018017,8.132771771771765,76.42485118778029,,,0
G005.475-00.243,5.47531,-0.242715,105.731,21.4,2.9,258.72,24.024,mJy/beam,146848.46859520106,8000.0,34.2,4.1,,500.0,WISE Catalog,Lockman (1989),NRAO 140',,3.8738918540560796,4.338175175175172,11.927084084084074,8.128831831831825,78.25132169338112,,,0
G005.484-00.232,5.48428,-0.231636,16.5449,21.4,2.9,258.72,24.024,mJy/beam,146848.46859520106,8000.0,34.2,4.1,,500.0,WISE Catalog,Lockman (1989),NRAO 140',,3.972675919407603,4.237036036036033,12.026867867867857,8.131481481481474,77.58867123543077,,,0
G005.524+00.033,5.524,0.033,42.5,23.3,0.2,17.919999999999998,0.26,mJy/beam,6893.719775719162,8000.0,21.4,0.4,,500.0,WISE Catalog,Anderson et al. (2011),GBT,,3.7064741024649503,4.510222222222218,11.754818818818809,8.125991991991985,78.151986891673,,,0
G005.633+00.238,5.63321,0.238302,59.8018,6.3,0.2,11.96,0.18400000000000002,mJy/beam,6893.719775719162,8000.0,24.6,0.4,,500.0,WISE Catalog,Anderson et al. (2011),GBT,,6.421735041846293,1.7530340340340327,14.527630630630618,8.128880880880873,78.76138331773794,,,0
G005.637+00.235,5.63778,0.2354,19.4803,6.3,0.2,11.96,0.18400000000000002,mJy/beam,6893.719775719162,8000.0,24.6,0.4,,500.0,WISE Catalog,Anderson et al. (2011),GBT,,6.491797951537859,1.6772142142142124,14.548470470470459,8.124648648648641,79.28054352007717,,,0
G005.845-00.422,5.84571,-0.421791,80.7476,9.6,0.2,67.74925702364831,1.7420401006512856,mJy/beam,6518.93,8000.0,18.92,0.56,5714.9,197.3,SHRDS Full Catalog,Wenger et al. (2021),ATCA,,5.861638466562974,2.283504504504503,13.904096096096085,8.129312312312305,80.19267593287624,,,0
G005.883-00.399,5.88308,-0.398406,22.3475,9.9,0.1,675.9984,4.62,mJy/beam,36712.117148800266,8000.0,22.5,0.2,,500.0,WISE Catalog,Quireza et al. (2006),NRAO 140',,5.820239121789493,2.353060060060058,13.863479479479468,8.123363363363357,80.6523436289931,0.334,Sato et al. (2014),0
G005.887-00.443,5.88775,-0.442507,436.694,9.9,0.1,675.9984,4.62,mJy/beam,36712.117148800266,8000.0,22.5,0.2,,500.0,WISE Catalog,Quireza et al. (2006),NRAO 140',,5.823505880686129,2.3545485485485464,13.842920920920909,8.12606706706706,80.85136571338799,0.334,Sato et al. (2014),0
G005.900-00.431,5.90039,-0.430417,107.688,9.9,0.1,769.8722754955736,5.261565578837983,mJy/beam,41770.0,8000.0,22.5,0.18,10017.0,153.0,Balser+2015,"Quireza et al. (2006a), Balser et al. (2015)",NRAO 140 Foot,,5.9932210711755305,2.0940060060060044,14.08109209209208,8.123828828828822,80.4604758937778,,,0
G005.987-01.191,5.98781,-1.19095,429.772,2.61,0.1,1630.2084018433015,13.680070504978755,mJy/beam,41770.0,8000.0,26.15,0.25,3078.0,27.0,Balser+2015,"Quireza et al. (2006a), Balser et al. (2015)",NRAO 140 Foot,,7.393116555384395,0.7790290290290285,15.473539539539527,8.123071071071063,81.4378542646855,,,0
G006.077-00.135,6.07726,-0.134368,336.007,8.8,0.6,277.2,12.936000000000002,mJy/beam,146848.46859520106,8000.0,26.1,1.4,,500.0,WISE Catalog,Lockman (1989),NRAO 140',,6.04292625998567,2.1276016016015995,14.113999999999987,8.115891891891884,82.13655884652356,,,0
G006.100-01.263,6.10021,-1.26237,1459.64,3.1,1.0,351.12000000000006,35.112,mJy/beam,146848.46859520106,8000.0,20.6,2.3,,500.0,WISE Catalog,Lockman (1989),NRAO 140',,7.344004887199999,0.8192522522522516,15.407225225225213,8.121514514514507,82.16469877258034,,,0
G006.128-00.252,6.12867,-0.251151,104.131,18.1,0.1,9.16,0.124,mJy/beam,6893.719775719162,8000.0,20.5,0.3,,500.0,WISE Catalog,Anderson et al. (2015b),GBT,,4.630397472421967,3.5665375375375343,12.692008008007997,8.118627627627621,81.9562644348112,,,0
G006.142-00.641,6.14265,-0.64009,86.9957,22.7,1.0,240.24,16.632,mJy/beam,146848.46859520106,8000.0,28.2,2.2,,500.0,WISE Catalog,Lockman (1989),NRAO 140',,4.090467916355385,4.123732732732729,12.057018018018008,8.120155155155148,82.02284289003592,,,0
G006.160-00.608,6.16,-0.608,67.6103,20.3,0.1,24.200000000000003,0.252,mJy/beam,6893.719775719162,8000.0,23.0,0.3,,500.0,WISE Catalog,Anderson et al. (2011),GBT,,4.374991372067507,3.83411311311311,12.406324324324315,8.119096096096088,82.00080567216014,,,0
G006.200-00.342,6.20035,-0.341139,114.568,-29.3,0.1,21.28,0.12,mJy/beam,6893.719775719162,8000.0,21.4,0.2,,500.0,WISE Catalog,Anderson et al. (2015b),GBT,,,,,8.121515515515508,82.74338951207436,,,0
G006.213-00.105,6.21352,-0.104794,60.0,14.5,1.2,178.64000000000001,19.096,mJy/beam,146848.46859520106,8000.0,23.7,2.9,,500.0,WISE Catalog,Lockman (1989),NRAO 140',,5.114978890336642,3.0648838838838808,13.150911911911901,8.117185185185177,82.20961135641727,,,0
G006.246-00.125,6.24671,-0.124506,36.0905,15.0,0.1,16.76,0.124,mJy/beam,6893.719775719162,8000.0,20.4,0.2,,500.0,WISE Catalog,Anderson et al. (2015b),GBT,,5.143346556889603,3.0933323323323294,13.18516216216215,8.115594594594587,82.58927203772129,,,0
G006.270-00.576,6.27035,-0.575476,279.697,20.3,1.3,160.16000000000003,19.096,mJy/beam,146848.46859520106,8000.0,23.2,3.1,,500.0,WISE Catalog,Lockman (1989),NRAO 140',,4.359796554202047,3.8395015015014984,12.387714714714704,8.1198068068068,82.45216976521273,,,0
G006.365-00.056,6.36506,-0.0553237,34.1997,26.4,0.7,3.5600000000000005,0.11599999999999999,mJy/beam,6893.719775719162,8000.0,39.2,1.9,,500.0,WISE Catalog,Anderson et al. (2015b),GBT,,3.7757442606509004,4.438587587587583,11.785737737737728,8.116376376376369,83.19417478670883,,,0
G006.366-00.053,6.36637,-0.0526859,7.40803,26.4,0.7,3.5600000000000005,0.11599999999999999,mJy/beam,6893.719775719162,8000.0,39.2,1.9,,500.0,WISE Catalog,Anderson et al. (2015b),GBT,,3.774075270188245,4.463420420420417,11.78815015015014,8.113628628628621,83.63546911650117,,,0
G006.373-00.482,6.37394,-0.481405,248.154,19.0,1.4,92.4,13.552000000000001,mJy/beam,146848.46859520106,8000.0,19.7,3.3,,500.0,WISE Catalog,Lockman (1989),NRAO 140',,4.587146321506539,3.6062762762762732,12.62265165165164,8.11986786786786,83.1645013967078,,,0
G006.550-00.099,6.55085,-0.0981069,98.5559,15.0,1.9,308.0,30.8,mJy/beam,146848.46859520106,8000.0,20.2,2.5,,500.0,WISE Catalog,Lockman (1989),NRAO 140',,5.1950210791556435,3.021609609609607,13.239313313313302,8.111441441441434,84.55968156321195,,,0
G006.616-00.717,6.61629,-0.716231,1056.81,19.5,0.8,258.72,19.096,mJy/beam,146848.46859520106,8000.0,21.7,2.0,,500.0,WISE Catalog,Lockman  Pisano  & Howard (1996),NRAO 140',,4.6387775797482815,3.557089089089086,12.643741741741731,8.110212212212206,84.55488513919461,,,0
G006.930-02.130,6.93,-2.13,477.914,5.4,1.6,295.68,24.64,mJy/beam,146848.46859520106,8000.0,21.7,2.2,,500.0,WISE Catalog,Lockman (1989),NRAO 140',,6.8721513591752545,1.190072072072071,14.942071071071059,8.115303303303296,87.2010981844053,,,0
G007.015-00.271,7.01558,-0.270998,550.44,13.8,0.9,523.6,38.808,mJy/beam,146848.46859520106,8000.0,25.9,2.3,,500.0,WISE Catalog,Lockman (1989),NRAO 140',,5.568482301876289,2.629756756756754,13.526494494494482,8.109354354354346,86.50201408596477,,,0
G007.039+00.175,7.03933,0.175667,62.5497,8.9,0.1,23.52,0.16000000000000003,mJy/beam,6893.719775719162,8000.0,32.9,0.3,,500.0,WISE Catalog,Anderson et al. (2011),GBT,,6.281695441562741,1.9082052052052036,14.31796296296295,8.107190190190183,87.82169201731791,,,0
G007.176+00.087,7.176,0.087,42.5,11.1,0.1,19.12,0.164,mJy/beam,6893.719775719162,8000.0,24.7,0.3,,500.0,WISE Catalog,Anderson et al. (2011),GBT,,5.954517511895106,2.216350350350348,13.970830830830819,8.108403403403397,88.4023389208266,,,0
G007.205-02.180,7.2058,-2.17941,382.12,4.2,0.2,6.7333333333333325,0.12,mJy/beam,36712.117148800266,8000.0,17.7,0.4,,500.0,WISE Catalog,Anderson et al. (2017),GBT,,7.205322902440635,0.9756906906906898,15.252326326326314,8.107861861861855,87.97083412654453,,,0
G007.220-00.212,7.22073,-0.211692,180.28,25.6,0.1,34.733333333333334,0.12666666666666665,mJy/beam,36712.117148800266,8000.0,26.3,0.1,,500.0,WISE Catalog,Anderson et al. (2017),GBT,,4.194771839358496,4.062044044044041,12.193963963963954,8.107168168168162,88.310040949601,,,0
G007.266+00.183,7.266,0.183,42.5,-4.4,0.3,7.88,0.128,mJy/beam,6893.719775719162,8000.0,32.8,0.8,,500.0,WISE Catalog,Anderson et al. (2011),GBT,,9.482943775636828,,17.52978378378377,8.103225225225218,88.71043878459345,,,0
G007.294-02.044,7.29416,-2.04304,306.925,6.0,0.1,16.599999999999998,0.12666666666666665,mJy/beam,36712.117148800266,8000.0,18.1,0.2,,500.0,WISE Catalog,Anderson et al. (2017),GBT,,6.826640658628518,1.3580300300300288,14.876732732732721,8.109099099099092,88.109826786771,,,0
G007.303-00.125,7.30306,-0.124467,232.298,17.9,1.5,172.48000000000002,17.864,mJy/beam,146848.46859520106,8000.0,29.5,3.5,,500.0,WISE Catalog,Lockman (1989),NRAO 140',,5.049694664193862,3.1266706706706673,13.031074074074063,8.101754754754747,88.58561882100096,,,0
G007.420+00.366,7.42,0.366,42.5,-12.3,0.4,3.6799999999999997,0.10400000000000001,mJy/beam,6893.719775719162,8000.0,28.7,1.1,,500.0,WISE Catalog,Anderson et al. (2011),GBT,,13.28360779590015,,21.34552652652651,8.101675675675668,89.49850869149239,,,0
G007.443+00.704,7.44367,0.704,443.394,22.0,2.2,301.84000000000003,26.488,mJy/beam,146848.46859520106,8000.0,26.9,3.0,,500.0,WISE Catalog,Lockman (1989),NRAO 140',,4.631088582032926,3.61022322322322,12.612182182182172,8.096859859859853,89.18987786524735,,,0
G007.466-00.279,7.46634,-0.278661,55.6187,25.3,0.2,9.72,0.22400000000000003,mJy/beam,6893.719775719162,8000.0,22.4,0.6,,500.0,WISE Catalog,Anderson et al. (2011),GBT,,4.293367599926487,3.970662662662659,12.263376376376366,8.097951951951945,90.03262820020723,,,0
G007.470+00.059,7.47,0.059,60.0,-16.93,0.1,86.50190968321725,0.4044035048303752,mJy/beam,8180.0,8000.0,32.98,0.18,8936.793000000001,79.01100000000001,Balser+2015,"Balser et al. (2011, 2015)",GBT,,17.360552640989255,,25.40151151151149,8.099738738738731,90.13946881615695,0.049,Yamauchi et al. (2016);Sanna et al. (2017),0
G007.761+00.006,7.76152,0.00659699,140.122,-3.2,1.2,178.64000000000001,16.016000000000002,mJy/beam,146848.46859520106,8000.0,28.2,2.9,,500.0,WISE Catalog,Lockman  Pisano  & Howard (1996),NRAO 140',,9.063823039088994,0.01,17.11207407407406,8.093529529529523,91.32075803243633,,,0
G007.812-00.618,7.81201,-0.617763,207.292,39.6,0.2,11.48,0.18000000000000002,mJy/beam,6893.719775719162,8000.0,19.2,0.3,,500.0,WISE Catalog,Anderson et al. (2011),GBT,,3.202612218372405,5.073327327327323,11.09243843843843,8.093648648648642,91.15647511205,,,0
G008.006-00.169,8.00693,-0.168494,104.119,42.6,1.1,203.28,28.336,mJy/beam,146848.46859520106,8000.0,17.0,2.7,,500.0,WISE Catalog,Lockman (1989),NRAO 140',,3.101255572914182,5.188820820820816,10.977699699699691,8.09027727727727,91.87891868959657,,,0
G008.107+00.338,8.10763,0.338612,129.696,16.7,0.2,10.32,0.15600000000000003,mJy/beam,6893.719775719162,8000.0,19.6,0.3,,500.0,WISE Catalog,Anderson et al. (2011),GBT,,5.4259209412140805,2.7792142142142118,13.377066066066055,8.084402402402395,92.38725050707453,,,0
G008.123-00.482,8.12376,-0.481232,430.324,37.0,0.8,178.64000000000001,19.096,mJy/beam,146848.46859520106,8000.0,16.2,2.0,,500.0,WISE Catalog,Lockman  Pisano  & Howard (1996),NRAO 140',,3.509024532516849,4.746592592592589,11.41373873873873,8.084703703703697,92.26764984189046,,,0
G008.137+00.232,8.137,0.232627,191.756,20.31,0.1,655.8015337463662,3.367401970456309,mJy/beam,41770.0,8000.0,25.44,0.15,6381.0,54.0,Balser+2015,"Quireza et al. (2006a), Balser et al. (2015)",NRAO 140 Foot,,5.041336074872833,3.1714924924924897,12.97735035035034,8.085405405405398,93.11957305545413,,,0
G008.250-00.440,8.25099,-0.439053,86.6826,38.9,0.3,8.200000000000001,0.22400000000000003,mJy/beam,6893.719775719162,8000.0,19.5,0.6,,500.0,WISE Catalog,Anderson et al. (2015b),GBT,,3.426607900090475,4.8661081081081035,11.310312312312302,8.082393393393387,93.73116832991612,,,0
G008.281-00.133,8.28155,-0.132573,99.7866,46.8,0.7,295.68,25.256,mJy/beam,146848.46859520106,8000.0,15.6,1.6,,500.0,WISE Catalog,Lockman (1989),NRAO 140',,2.943477005583369,5.364324324324319,10.794183183183174,8.078724724724719,93.56635436497676,,,0
G008.306-00.084,8.30657,-0.0834205,113.645,46.8,0.7,295.68,25.256,mJy/beam,146848.46859520106,8000.0,15.6,1.6,,500.0,WISE Catalog,Lockman (1989),NRAO 140',,2.9544973685388696,5.365108108108103,10.76214914914914,8.079621621621614,93.66945650517663,,,0
G008.358-00.295,8.35807,-0.29467,103.097,36.8,1.6,190.96000000000004,19.712000000000003,mJy/beam,146848.46859520106,8000.0,32.2,3.8,,500.0,WISE Catalog,Lockman (1989),NRAO 140',,3.5889202279438974,4.69687387387387,11.478507507507498,8.076947947947941,93.39190692842837,,,0
G008.368-00.356,8.36884,-0.355239,84.0065,34.6,0.1,30.080000000000002,0.18400000000000002,mJy/beam,6893.719775719162,8000.0,23.4,0.2,,500.0,WISE Catalog,Anderson et al. (2011),GBT,,3.792283559391669,4.472319319319316,11.68284084084083,8.08369669669669,95.11171545441536,,,0
G008.433-00.275,8.43362,-0.274149,42.5,34.8,0.1,20.52,0.17200000000000001,mJy/beam,6893.719775719162,8000.0,19.7,0.2,,500.0,WISE Catalog,Anderson et al. (2011),GBT,,3.834321176387257,4.497765765765761,11.700750750750741,8.073297297297291,94.48396738983226,,,0
G008.456-00.351,8.45638,-0.350247,199.677,38.0,0.8,271.04,30.8,mJy/beam,146848.46859520106,8000.0,14.7,1.9,,500.0,WISE Catalog,Lockman (1989),NRAO 140',,3.571502825264206,4.733881881881878,11.458826826826817,8.082165165165158,94.13141067193007,,,0
G008.462+00.122,8.46279,0.122488,143.822,17.4,0.2,8.8,0.13999999999999999,mJy/beam,6893.719775719162,8000.0,23.0,0.4,,500.0,WISE Catalog,Anderson et al. (2015b),GBT,,5.419166834164118,2.7907447447447424,13.33899099099098,8.07289689689689,94.61628533098764,,,0
G008.537-00.313,8.53716,-0.312527,124.35,39.2,0.9,209.44000000000003,27.104000000000003,mJy/beam,146848.46859520106,8000.0,14.0,2.1,,500.0,WISE Catalog,Lockman (1989),NRAO 140',,3.5236927335430805,4.8004044044044,11.382618618618608,8.07406806806806,94.99566231247564,,,0
G008.664-00.340,8.66461,-0.339893,60.0001,41.9,1.0,332.64000000000004,24.024,mJy/beam,146848.46859520106,8000.0,27.9,2.3,,500.0,WISE Catalog,Lockman (1989),NRAO 140',,3.366955642758426,4.941006006006002,11.215735735735725,8.071150150150144,95.29687602458748,,,0
G008.668-00.351,8.66817,-0.3508,56.237,41.9,1.0,332.64000000000004,24.024,mJy/beam,146848.46859520106,8000.0,27.9,2.3,,500.0,WISE Catalog,Lockman (1989),NRAO 140',,3.3510197706011553,4.9619039039039,11.181012012012003,8.074690690690684,95.0429117530511,,,0
G008.865-00.323,8.865,-0.323,154.583,31.0,1.5,129.36,13.552000000000001,mJy/beam,146848.46859520106,8000.0,28.9,3.5,,500.0,WISE Catalog,Lockman (1989),NRAO 140',,4.199133783164575,4.069243243243239,12.121176176176165,8.0643063063063,96.86333270847466,,,0
G009.035-00.144,9.03536,-0.143651,323.809,20.3,0.3,4.266666666666667,0.06,mJy/beam,36712.117148800266,8000.0,48.7,0.8,,500.0,WISE Catalog,Anderson et al. (2017),GBT,,5.240051164478113,2.9670860860860837,13.168807807807797,8.062759759759754,97.57831194307987,,,0
G009.178+00.043,9.178,0.043,123.128,2.2,0.2,15.36,0.244,mJy/beam,6893.719775719162,8000.0,19.9,0.4,,500.0,WISE Catalog,Anderson et al. (2011),GBT,,7.734612188044441,0.444322322322322,15.660915915915904,8.061518518518511,98.68835469673444,,,0
G009.405-00.091,9.40536,-0.0908905,49.0442,46.0,0.4,5.800000000000001,0.188,mJy/beam,6893.719775719162,8000.0,23.1,0.9,,500.0,WISE Catalog,Anderson et al. (2015b),GBT,,3.361182826125149,4.964633633633629,11.111081081081071,8.062097097097089,98.44943331444581,,,0
G009.598+00.199,9.59861,0.199279,34.0939,4.1,0.8,363.44000000000005,32.032000000000004,mJy/beam,146848.46859520106,8000.0,18.2,1.8,,500.0,WISE Catalog,Lockman (1989),NRAO 140',,7.414333371685725,0.7118978978978973,15.331450450450436,8.048894894894888,98.70184838484137,0.194,Sanna et al. (2009),0
G009.612+00.205,9.61277,0.205945,34.0939,4.1,0.8,363.44000000000005,32.032000000000004,mJy/beam,146848.46859520106,8000.0,18.2,1.8,,500.0,WISE Catalog,Lockman (1989),NRAO 140',,7.61509402562448,0.4670520520520517,15.547381381381369,8.049142142142136,98.5818845944061,0.194,Sanna et al. (2009),0
G009.613+00.200,9.61398,0.200011,86.976,4.3,0.1,33.49948284073794,0.4262251471344568,mJy/beam,131.99,8000.0,20.61,0.3,5982.6,106.1,VLA Te,Wenger et al. (2019),JVLA,,7.499509972492744,0.6729129129129123,15.410677677677665,8.053395395395388,99.76060535443901,0.194,Sanna et al. (2009),0
G009.688+00.208,9.68848,0.208776,115.304,2.0,0.1,11.56,0.17200000000000001,mJy/beam,6893.719775719162,8000.0,19.5,0.3,,500.0,WISE Catalog,Anderson et al. (2011),GBT,,7.810460444117542,0.3705515515515513,15.738417417417406,8.051908908908903,99.24834875070245,,,0
G009.725-00.840,9.72533,-0.839401,366.116,32.1,1.5,246.4,23.408,mJy/beam,146848.46859520106,8000.0,16.7,2.0,,500.0,WISE Catalog,Lockman (1989),NRAO 140',,4.351924765829249,3.9344684684684648,12.194178178178168,8.048788788788782,100.10444284185913,,,0
G009.834-00.713,9.83416,-0.712686,105.907,26.6,0.2,9.64,0.22000000000000003,mJy/beam,6893.719775719162,8000.0,22.2,0.6,,500.0,WISE Catalog,Anderson et al. (2011),GBT,,4.842917099301811,3.3975735735735704,12.691558558558548,8.050659659659653,100.04629795493186,,,0
G009.875-00.749,9.875,-0.748537,42.5,30.9,0.1,31.64,0.168,mJy/beam,6893.719775719162,8000.0,24.3,0.2,,500.0,WISE Catalog,Anderson et al. (2011),GBT,,4.529157809636775,3.766572572572569,12.356446446446435,8.048593593593587,100.72045965108974,,,0
G009.913-01.002,9.9132,-1.00144,567.209,30.4,0.1,17.866666666666667,0.13333333333333333,mJy/beam,36712.117148800266,8000.0,14.6,0.1,,500.0,WISE Catalog,Anderson et al. (2017),GBT,,4.548864449029783,3.7169079079079044,12.383126126126115,8.044688688688682,101.02305846442609,,,0
G009.942-00.761,9.94258,-0.760264,370.43,32.4,0.1,19.92,0.18000000000000002,mJy/beam,6893.719775719162,8000.0,23.8,0.2,,500.0,WISE Catalog,Anderson et al. (2011),GBT,,4.385839157784891,3.9006846846846814,12.207324324324313,8.043730730730724,100.90252302644859,,,0
G009.997-00.033,9.99796,-0.0327148,56.4459,39.9,0.9,3.1368,0.12240000000000001,mJy/beam,6893.719775719162,8000.0,42.3,2.9,,500.0,WISE Catalog,Anderson et al. (2015b),GBT,,3.8603256425243497,4.451457457457454,11.6217097097097,8.045661661661654,100.89410042797135,,,0
G010.064-00.169,10.0648,-0.168134,60.0,23.4,1.3,154.0,12.32,mJy/beam,146848.46859520106,8000.0,32.0,3.0,,500.0,WISE Catalog,Lockman  Pisano  & Howard (1996),NRAO 140',,5.193342446930319,3.043941941941939,13.037801801801791,8.041358358358352,101.09981416270466,,,0
G010.083-00.418,10.0832,-0.417551,138.883,13.6,0.9,394.24,39.42400000000001,mJy/beam,146848.46859520106,8000.0,17.6,2.0,,500.0,WISE Catalog,Lockman (1989),NRAO 140',,6.20912602042429,2.0096756756756737,14.076676676676664,8.038891891891884,101.35769596733387,,,0
G010.266+00.075,10.266,0.075,84.8368,56.3,2.0,98.56,11.704,mJy/beam,146848.46859520106,8000.0,35.9,4.8,,500.0,WISE Catalog,Lockman (1989),NRAO 140',,3.0196347192637685,5.398636636636632,10.672580580580572,8.038081081081074,101.52197937976491,,,0
G010.308-00.150,10.3089,-0.149405,324.591,10.25,0.1,925.5795395253191,4.279406670788226,mJy/beam,41770.0,8000.0,31.64,0.17,6120.0,36.0,Balser+2015,"Quireza et al. (2006a), Balser et al. (2015)",NRAO 140 Foot,,6.650951224584011,1.541365365365364,14.512405405405394,8.030231231231223,102.032996303119,0.343,"K. Rygl et al. (2019, in preparation);K. Immer et al. (2019, in preparation)",0
