gname,glong,glat,radius,vlsr,e_vlsr,line,e_line,line_unit,beam_area,line_freq,fwhm,e_fwhm,te,e_te,source,author,telescope,kdar,Rgal,near,far,tangent,vlsr_tangent,plx,dist_author,te_priority
G291.255-00.776,291.255,-0.775732,83.6734,-20.3,0.7,69.79015767074672,3.4325363262550943,mJy/beam,10776.6,8000.0,29.67,1.7,5559.7,368.0,SHRDS Full Catalog,Wenger et al. (2021),ATCA,T,7.671516718638751,1.486084084084083,4.429135135135131,2.961831831831829,-19.79022382011242,,,0
G291.281-00.726,291.281,-0.725065,446.486,-24.1,0.1,4762.137339981821,32.45509894386698,mJy/beam,9557.85,8000.0,33.52,0.26,6711.2,61.1,SHRDS Full Catalog,Wenger et al. (2021),ATCA,T,7.666295923187077,1.812652652652651,4.103631631631628,2.963816816816814,-19.859952447548796,,,0
G291.467-00.143,291.467,-0.142261,304.715,6.0,2.5,160.16000000000003,20.8,mJy/beam,65265.98604231159,8000.0,23.0,1.5,,500.0,WISE Catalog,Caswell & Haynes (1987),Parkes,F,8.528735554384756,0.01,6.902312312312306,2.9890490490490462,-19.385767080746163,,,0
G291.614-00.525,291.614,-0.525,1125.19,11.0,2.5,3057.6000000000004,20.8,mJy/beam,65265.98604231159,8000.0,49.0,1.5,,500.0,WISE Catalog,Caswell & Haynes (1987),Parkes,F,8.686037964851185,0.01,7.246543543543536,3.0073243243243217,-20.397714665072492,,,0
G291.863-00.682,291.863,-0.681579,155.355,24.3,0.1,167.8690180872936,1.6820542894518395,mJy/beam,9790.01,8000.0,25.96,0.3,7829.4,104.2,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,9.223278701731862,,8.308353353353347,3.0413243243243215,-19.483999755839587,,,0
G291.947-00.910,291.947,-0.909815,920.139,15.0,2.5,104.0,20.8,mJy/beam,65265.98604231159,8000.0,22.0,1.5,,500.0,WISE Catalog,Caswell & Haynes (1987),Parkes,F,8.835367626146569,0.013999999999999997,7.6201761761761695,3.051708708708706,-21.031107398670272,,,0
G292.889-00.831,292.889,-0.830442,167.67,16.9,1.5,16.137615495686973,3.3043688872120938,mJy/beam,20129.43,8000.0,14.89,3.56,6773.8,1867.1,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,8.941159068894688,,7.999375375375368,3.175966966966964,-23.558509456383188,,,0
G293.024-01.029,293.024,-1.02891,162.837,65.7,0.2,58.48029554608243,0.8862542121177912,mJy/beam,6220.64,8000.0,26.42,0.46,9449.0,190.3,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,11.629349815649283,,12.085831831831822,3.1947817817817787,-23.24460158440538,,,0
G293.113-00.961,293.113,-0.960074,314.965,-21.9,2.1,3.269309315110085,0.9938700317934658,mJy/beam,3855.07,8000.0,14.5,5.45,8881.3,3741.9,SHRDS Full Catalog,Wenger et al. (2021),ATCA,N,7.585749086874612,1.7469579579579566,4.669864864864861,3.2053223223223197,-22.00952853636267,,,0
G293.613-01.291,293.613,-1.29044,606.811,-27.0,2.5,166.4,20.8,mJy/beam,65265.98604231159,8000.0,15.0,1.5,,500.0,WISE Catalog,Caswell & Haynes (1987),Parkes,N,7.548338102952281,2.0174444444444424,4.506312312312309,3.2714144144144117,-23.948030008693888,,,0
G293.619-01.613,293.619,-1.61252,35.3854,-16.1,0.5,29.665026742404514,1.5691082009455481,mJy/beam,11832.99,8000.0,20.1,1.23,5814.3,413.2,SHRDS Full Catalog,Wenger et al. (2021),ATCA,N,7.690068792980364,1.1418598598598588,5.4203053053053,3.271901901901899,-23.42592093750154,,,0
G293.661-01.639,293.661,-1.63857,73.7182,-19.2,0.2,29.802838685095175,0.6804301069656433,mJy/beam,5473.46,8000.0,19.27,0.51,6861.5,209.0,SHRDS Full Catalog,Wenger et al. (2021),ATCA,N,7.667223450778112,1.3764504504504493,5.15646446446446,3.2755945945945917,-24.059003149708975,,,0
G293.683-01.590,293.683,-1.58924,38.5647,-16.7,0.5,16.14517216170271,0.7297976314171725,mJy/beam,11832.99,8000.0,20.97,1.1,6572.3,401.1,SHRDS Full Catalog,Wenger et al. (2021),ATCA,N,7.717602023566842,1.2146126126126116,5.343780780780776,3.2803213213213183,-22.519902891744564,,,0
G293.829-00.744,293.829,-0.743008,64.6826,38.5,0.3,19.002630702222234,0.5800404859337908,mJy/beam,7142.55,8000.0,22.64,0.81,8376.4,345.1,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,9.9613588106413,,9.875755755755748,3.299717717717715,-23.43605990372285,,,0
G293.936-00.873,293.936,-0.872551,75.2516,35.6,0.5,25.88920788027337,1.1219063235916864,mJy/beam,25810.19,8000.0,24.1,1.2,7379.2,426.8,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,9.825683037246879,,9.70765665665665,3.3134644644644613,-23.97912284064434,,,0
G293.952-00.894,293.952,-0.893941,75.2516,33.8,0.7,15.444744846223223,0.8205020699556087,mJy/beam,15104.68,8000.0,27.09,1.67,8035.0,570.5,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,9.656768071594561,,9.582680680680673,3.3179359359359326,-24.046703698657584,,,0
G293.967-00.984,293.967,-0.983097,120.384,28.0,0.4,16.065731643540996,0.5031772774263399,mJy/beam,15104.68,8000.0,28.98,1.06,8237.2,347.8,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,9.419623505040455,,9.052900900900893,3.316034034034031,-22.670787956401824,,,0
G293.994-00.934,293.994,-0.933352,69.314,45.9,0.4,24.34048767403167,0.8951612557242584,mJy/beam,16996.94,8000.0,21.89,0.93,8870.4,434.0,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,10.404683706266972,,10.59508808808808,3.3211971971971943,-24.420881876463707,,,0
G294.453-00.521,294.453,-0.520068,205.472,-12.3,0.4,14.401239259545294,0.5307582036687455,mJy/beam,2569.11,8000.0,24.4,1.04,7421.1,365.9,SHRDS Full Catalog,Wenger et al. (2021),ATCA,T,7.811389774484215,0.8123363363363356,5.937837837837833,3.381816816816814,-24.450524098370543,,,0
G294.793-01.330,294.793,-1.32991,1650.42,-22.0,2.5,228.8,20.8,mJy/beam,65265.98604231159,8000.0,24.0,1.5,,500.0,WISE Catalog,Caswell & Haynes (1987),Parkes,N,7.512440632020682,1.6697397397397384,5.166981981981978,3.424837837837835,-24.80828686608394,,,0
G294.988-00.538,294.988,-0.537187,114.366,42.8,1.0,19.718490665904564,2.197726513846948,mJy/beam,21011.17,8000.0,18.97,2.46,8216.4,1228.7,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,10.191694869804264,,10.47106006006005,3.450108108108105,-25.152148179924698,,,0
G295.015-01.861,295.015,-1.86044,1113.5,-18.0,2.5,239.20000000000002,20.8,mJy/beam,65265.98604231159,8000.0,22.0,1.5,,500.0,WISE Catalog,Caswell & Haynes (1987),Parkes,T,7.669276370096784,1.3175315315315306,5.596087087087081,3.454278278278275,-26.602014885191704,,,0
G295.163-00.675,295.163,-0.674392,705.085,38.0,2.5,384.8,20.8,mJy/beam,65265.98604231159,8000.0,28.0,1.5,,500.0,WISE Catalog,Caswell & Haynes (1987),Parkes,F,9.985555475210775,,10.19801801801801,3.471317317317314,-25.10946342757388,,,0
G295.728-00.215,295.728,-0.214434,759.385,17.0,2.5,41.6,20.8,mJy/beam,65265.98604231159,8000.0,35.0,1.5,,500.0,WISE Catalog,Caswell & Haynes (1987),Parkes,F,8.923846704040903,0.08599999999999992,8.673753753753745,3.5459639639639606,-26.680943478160533,,,0
G295.748-00.207,295.748,-0.206577,72.6124,22.9,1.2,6.436425643879105,0.566501882513704,mJy/beam,9060.3,8000.0,27.81,2.84,7492.5,879.2,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,9.209320123159047,,9.156352352352345,3.5460150150150116,-27.298437415785664,,,0
G296.660-00.925,296.66,-0.924437,540.963,25.0,2.5,62.400000000000006,20.8,mJy/beam,65265.98604231159,8000.0,21.0,1.5,,500.0,WISE Catalog,Caswell & Haynes (1987),Parkes,F,9.293508486181956,,9.4191081081081,3.664086086086083,-28.32130784145025,,,0
G297.248-00.754,297.248,-0.753568,86.9977,22.1,0.8,25.573131355945755,1.5145818115138716,mJy/beam,10821.58,8000.0,26.59,1.82,7933.0,625.9,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,9.197599684811012,,9.395012012012003,3.738618618618615,-29.8301106699268,,,0
G297.312-00.295,297.312,-0.294434,212.363,13.8,0.9,11.733044552747415,0.9509659397774731,mJy/beam,9422.37,8000.0,23.9,2.26,7867.2,855.1,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,8.839386327631098,0.01,8.796861861861855,3.748261261261258,-29.911087576824183,,,0
G297.392-00.624,297.392,-0.623767,232.656,23.7,0.8,20.24700045388472,1.2598133615750493,mJy/beam,7970.62,8000.0,26.12,1.88,7230.2,601.4,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,9.302869174586323,,9.589500500500492,3.757526526526523,-30.823233194114884,,,0
G297.469-00.767,297.469,-0.766565,52.2544,22.7,2.3,11.336681325041702,1.5280507562636443,mJy/beam,5095.59,8000.0,34.93,6.39,6519.5,1294.5,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,9.26716268400836,,9.52999999999999,3.767596596596593,-30.34521789547258,,,0
G297.497-00.758,297.497,-0.757267,216.299,26.3,0.2,63.18912785105664,0.988164721254901,mJy/beam,12151.87,8000.0,24.98,0.45,8457.3,176.6,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,9.371765906338831,,9.721195195195188,3.771411411411408,-29.864687980463124,,,0
G297.519-00.031,297.519,-0.031,45.0,12.4,2.4,7.903298986666592,1.8258886360427036,mJy/beam,6306.45,8000.0,21.07,6.45,4976.6,1679.1,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,8.677513025159461,0.01,8.575135135135127,3.7721441441441406,-31.676901936822308,,,0
G297.531-00.823,297.531,-0.822067,29.1773,39.5,0.4,14.188071390792004,0.48290032286326107,mJy/beam,4413.33,8000.0,26.01,1.02,8426.2,383.7,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,10.115744191103131,,10.843444444444435,3.776462462462459,-31.396414897985057,,,0
G297.626-00.906,297.626,-0.905487,76.9235,35.4,2.1,11.12426486086738,1.5912662333786671,mJy/beam,20480.22,8000.0,30.52,5.58,7634.8,1545.1,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,9.745650581964536,,10.432333333333323,3.78642342342342,-30.707027233844073,,,0
G297.651-00.973,297.651,-0.972637,171.367,31.5,0.3,43.25460203942085,0.9155076685641409,mJy/beam,6792.3,8000.0,29.84,0.73,8929.8,253.4,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,9.634651381331617,,10.169119119119111,3.788315315315312,-30.8309307889632,,,0
G298.183-00.784,298.183,-0.783099,174.6,17.9,0.1,135.6869218793236,1.0184062891239076,mJy/beam,6856.43,8000.0,35.55,0.31,7540.0,75.4,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,9.021364025016343,,9.312414414414405,3.858124124124121,-32.03347384248258,,,0
G298.196-00.247,298.196,-0.2465,131.825,30.7,0.3,44.656249697682554,1.2072655508244228,mJy/beam,10048.83,8000.0,25.99,0.81,6419.9,233.0,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,9.669668958631789,,10.309495495495486,3.8581471471471436,-31.488520442421493,,,0
G298.224-00.334,298.224,-0.333969,303.206,30.0,0.1,896.8352722459498,3.9286154005854788,mJy/beam,6997.26,8000.0,39.72,0.2,7496.7,43.8,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,9.56383389458142,,10.186654654654646,3.8610770770770735,-31.466105037158318,,,0
G298.473+00.104,298.473,0.104508,166.056,32.4,0.7,20.112014956983998,1.2645681645193951,mJy/beam,22384.96,8000.0,22.62,1.65,7411.2,625.6,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,9.673058785713305,,10.409922922922913,3.8958348348348313,-32.13401398370229,,,0
G298.529-00.251,298.529,-0.250768,974.832,23.0,2.5,160.16000000000003,20.8,mJy/beam,65265.98604231159,8000.0,23.0,1.5,,500.0,WISE Catalog,Caswell & Haynes (1987),Parkes,F,9.221598686282073,,9.79612812812812,3.898677677677674,-31.749482902067697,,,0
G298.630+00.253,298.63,0.25357,278.008,34.1,0.7,24.573615618537936,1.876530647233806,mJy/beam,24230.72,8000.0,20.02,1.77,6888.1,703.6,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,9.848703854907916,,10.661684684684674,3.912354354354351,-32.85786745938913,,,0
G298.669+00.064,298.669,0.0647503,82.944,23.5,1.2,22.667541600817785,3.8121964590349524,mJy/beam,18874.31,8000.0,15.1,2.97,8544.5,1931.3,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,9.310033142633353,,9.869855855855848,3.9190100100100063,-32.829771503562924,,,0
G298.834+00.127,298.834,0.127723,38.6138,20.9,0.3,25.512935702036266,0.5484088982680693,mJy/beam,13770.12,8000.0,25.66,0.64,7996.3,231.9,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,9.118202983897712,,9.593356356356347,3.937318318318315,-32.15604747618276,,,0
G298.846+00.121,298.846,0.121459,38.6138,21.1,0.3,26.919119895948246,0.694686965056729,mJy/beam,12158.24,8000.0,26.25,0.78,7871.0,269.4,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,9.164535900102802,,9.67456856856856,3.9384954954954923,-33.31341484205872,,,0
G298.846-00.334,298.846,-0.333568,123.147,25.0,2.5,1705.6000000000001,20.8,mJy/beam,65265.98604231159,8000.0,30.0,1.5,,500.0,WISE Catalog,Caswell & Haynes (1987),Parkes,F,9.365920026352747,,9.985225225225216,3.9403333333333297,-32.82788777973842,,,0
G298.862-00.432,298.862,-0.431929,290.24,25.0,2.5,1705.6000000000001,20.8,mJy/beam,65265.98604231159,8000.0,30.0,1.5,,500.0,WISE Catalog,Caswell & Haynes (1987),Parkes,F,9.379295167618489,,10.028287287287279,3.9438918918918886,-33.16864416137673,,,0
G298.878+00.192,298.878,0.192041,58.0944,24.4,0.9,9.324540823986474,0.6705572098660558,mJy/beam,9649.59,8000.0,25.21,2.11,7328.6,707.6,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,9.34527309066772,,9.97045945945945,3.9477477477477443,-32.25631402430633,,,0
G298.899+00.187,298.899,0.187965,58.0944,25.6,5.1,2.375232304576595,0.4546343082978639,mJy/beam,2688.96,8000.0,45.88,20.93,5002.9,2159.4,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,9.658650552988835,0.23591891891891875,10.471873873873864,3.9466036036036,-32.575084033924455,,,0
G299.013+00.129,299.013,0.129702,64.046,23.0,2.5,124.80000000000001,20.8,mJy/beam,65265.98604231159,8000.0,25.0,1.5,,500.0,WISE Catalog,Caswell & Haynes (1987),Parkes,F,9.260063844917154,,9.865962962962955,3.9588648648648617,-34.246703296364714,,,0
G299.043+00.186,299.043,0.186478,292.652,23.0,2.5,124.80000000000001,20.8,mJy/beam,65265.98604231159,8000.0,25.0,1.5,,500.0,WISE Catalog,Caswell & Haynes (1987),Parkes,F,9.24473184488524,,9.831027027027018,3.9638948948948913,-34.11664952630966,,,0
G299.349-00.267,299.349,-0.2665,140.0,-39.9,0.2,46.2967307973453,1.1748473236359238,mJy/beam,6992.79,8000.0,19.56,0.58,7496.1,255.6,SHRDS Full Catalog,Wenger et al. (2021),ATCA,N,7.162795178836848,2.787965965965964,5.231643643643639,4.0032222222222185,-33.920237398703506,,,0
G300.134-00.100,300.134,-0.0997261,383.88,-46.6,3.8,3.694290848629157,1.0962733006094652,mJy/beam,2690.76,8000.0,23.59,12.41,5902.8,3111.2,SHRDS Full Catalog,Wenger et al. (2021),ATCA,N,7.103227763024313,3.279342342342339,4.9452342342342295,4.100222222222219,-35.08537317780949,,,0
G300.369-00.288,300.369,-0.287048,163.06,28.6,0.9,12.040967104398003,0.9788314015824657,mJy/beam,10580.5,8000.0,22.41,2.12,7692.4,838.8,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,9.55912519169834,,10.588216216216207,4.129598598598595,-34.50151115613062,,,0
G300.424-00.153,300.424,-0.152522,166.651,28.5,1.3,5.350328079777084,1.3821680872757467,mJy/beam,2673.15,8000.0,10.29,3.06,8804.9,3034.3,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,9.58945620792996,,10.653116116116108,4.13645345345345,-35.75294178146382,,,0
G300.502-00.180,300.502,-0.179641,132.594,29.6,1.6,12.73068047076444,1.3285457830728944,mJy/beam,2673.15,8000.0,30.8,4.16,6781.2,1011.8,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,9.389957665794626,,10.369806806806798,4.143790790790787,-35.94028299659922,,,0
G300.965+01.162,300.965,1.16291,111.325,-44.0,0.1,169.45799623395024,1.814672952879669,mJy/beam,7362.48,8000.0,26.63,0.33,6608.5,94.8,SHRDS Full Catalog,Wenger et al. (2021),ATCA,T,7.048798533035385,3.245014014014011,5.1487367367367325,4.203078078078074,-37.66530705957266,,,0
G300.983+01.117,300.983,1.11738,88.5372,-44.9,0.6,14.439380434676366,0.8942421398524525,mJy/beam,4879.23,8000.0,18.21,1.3,6521.0,542.5,SHRDS Full Catalog,Wenger et al. (2021),ATCA,N,7.042704639135488,3.1200270270270245,5.296391391391387,4.205949949949947,-37.89546067284266,,,0
G301.116+00.968,301.116,0.96818,180.978,-40.2,0.1,235.06338148422464,2.2585542936400005,mJy/beam,7196.59,8000.0,29.2,0.32,6787.2,86.9,SHRDS Full Catalog,Wenger et al. (2021),ATCA,T,7.037917915262951,3.219873873873871,5.206616616616612,4.223052052052048,-38.483394517261125,,,0
G301.710-00.056,301.71,-0.0557883,102.175,24.4,1.7,4.888803279239333,0.8815874765841422,mJy/beam,2265.64,8000.0,19.49,4.08,7561.3,1837.2,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,9.29125561981084,,10.464305305305297,4.293621621621618,-37.64594754592583,,,0
G301.733+01.103,301.733,1.10355,80.0001,-38.9,0.5,17.281574713598964,0.742997638960465,mJy/beam,2077.42,8000.0,22.86,1.14,5940.7,348.4,SHRDS Full Catalog,Wenger et al. (2021),ATCA,T,7.005268203667985,2.855354354354352,5.751342342342337,4.29738338338338,-37.596384194240166,,,0
G301.817+00.784,301.817,0.7844,127.315,-43.4,1.5,6.819215995582322,0.8481611934803883,mJy/beam,1657.49,8000.0,24.82,3.86,5709.9,999.6,SHRDS Full Catalog,Wenger et al. (2021),ATCA,T,6.9911915818082875,3.0123453453453424,5.625034034034029,4.3077737737737705,-39.627834379151565,,,0
G301.996+00.947,301.996,0.947994,1154.91,-42.0,2.5,124.80000000000001,20.8,mJy/beam,65265.98604231159,8000.0,21.0,1.5,,500.0,WISE Catalog,Caswell & Haynes (1987),Parkes,T,6.978006770723722,3.0300180180180156,5.625801801801797,4.328378378378374,-39.81507117566137,,,0
G302.032-00.063,302.032,-0.0622708,118.916,-28.4,0.1,95.39514124120937,0.7529727577994503,mJy/beam,1663.75,8000.0,26.8,0.24,7091.1,75.3,SHRDS Full Catalog,Wenger et al. (2021),ATCA,,7.28666791115458,1.9436016016015998,6.717330330330324,4.333519519519516,-41.206844197591465,,,0
G302.076+00.029,302.076,0.02935,175.589,-22.5,1.2,73.31790360678879,21.131075454826913,mJy/beam,22783.2,8000.0,8.33,2.77,5940.9,2306.5,SHRDS Full Catalog,Wenger et al. (2021),ATCA,N,7.188173063225936,2.2429649649649632,6.429036036036031,4.338855855855852,-40.54706729167334,,,0
G302.151-00.949,302.151,-0.948755,75.0,32.2,1.5,6.364616899818588,0.9687735458130947,mJy/beam,1685.8,8000.0,20.6,3.96,7079.3,1525.2,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,9.797352664781904,,11.287445445445435,4.345471471471468,-40.726945197102594,,,0
G302.391+00.280,302.391,0.280518,89.4105,-40.4,0.3,18.620104554009604,0.5349936349059599,mJy/beam,1636.06,8000.0,22.32,0.74,6471.2,249.8,SHRDS Full Catalog,Wenger et al. (2021),ATCA,T,6.97494245776729,3.1160270270270245,5.639650650650646,4.375666666666662,-41.32608068484875,,,0
G302.436-00.106,302.436,-0.105738,119.217,-39.7,0.4,24.204885488148324,0.9138990634059333,mJy/beam,7813.95,8000.0,23.19,1.02,6801.9,346.3,SHRDS Full Catalog,Wenger et al. (2021),ATCA,N,6.954978278645471,3.0080050050050025,5.739560560560555,4.384666666666663,-40.81411824150628,,,0
G302.481-00.035,302.481,-0.0344239,91.9474,-43.2,0.4,15.181928441830271,0.6535267210059388,mJy/beam,6781.58,8000.0,21.22,1.06,7286.0,421.3,SHRDS Full Catalog,Wenger et al. (2021),ATCA,T,6.9645190514759685,3.0536376376376353,5.59002402402402,4.387985985985982,-40.94801350554666,,,0
G302.582-00.083,302.582,-0.0825564,470.386,31.0,2.5,83.2,20.8,mJy/beam,65265.98604231159,8000.0,18.0,1.5,,500.0,WISE Catalog,Caswell & Haynes (1987),Parkes,F,9.73437939783746,,11.289198198198187,4.3976006006005965,-40.570993011949994,,,0
G302.631+00.030,302.631,0.0300386,860.882,-33.0,2.5,114.4,20.8,mJy/beam,65265.98604231159,8000.0,33.0,1.5,,500.0,WISE Catalog,Caswell & Haynes (1987),Parkes,T,7.091793256866686,2.2600860860860843,6.55267667667667,4.406626626626623,-41.24989010236203,,,0
G302.636-00.672,302.636,-0.671244,159.772,30.5,0.2,29.192592002738966,0.5637528262493671,mJy/beam,8740.61,8000.0,25.39,0.57,8591.0,222.7,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,9.666447076093233,,11.203006006005996,4.404281281281277,-41.16504787403352,,,0
G302.722-00.816,302.722,-0.815373,250.194,26.6,1.3,15.221717459725527,3.076730124838138,mJy/beam,5464.79,8000.0,13.5,3.25,8169.1,2245.5,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,9.464991123651815,,10.939513513513504,4.412425425425422,-41.3237538185792,,,0
G302.805+01.287,302.805,1.28744,197.298,-28.6,0.2,44.52617622991135,0.7152312544418105,mJy/beam,9502.26,8000.0,30.0,0.55,7340.7,156.7,SHRDS Full Catalog,Wenger et al. (2021),ATCA,,7.283594262602349,1.9909359359359342,6.87706606606606,4.42462362362362,-41.79111122329291,,,0
G302.816-00.844,302.816,-0.843081,82.944,35.1,0.6,9.511186721829207,0.5388419354923003,mJy/beam,5464.79,8000.0,22.62,1.47,8557.2,641.1,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,9.929400947879602,,11.612068068068059,4.425030030030026,-42.23735814853134,,,0
G303.116-00.971,303.116,-0.970693,119.0,26.0,2.5,72.8,20.8,mJy/beam,65265.98604231159,8000.0,25.0,1.5,,500.0,WISE Catalog,Caswell & Haynes (1987),Parkes,F,9.452878122656148,,10.997492492492484,4.462666666666663,-41.897176568930824,,,0
G303.342-00.718,303.342,-0.717198,57.6,27.7,0.5,14.07775501027253,0.48632244580941464,mJy/beam,11771.87,8000.0,30.91,1.23,9028.2,413.5,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,9.553283813112614,,11.18322922922922,4.488442442442438,-42.71454847303689,,,0
G303.384-00.965,303.384,-0.964482,81.0,47.9,0.6,12.79820461768199,0.6884811621892301,mJy/beam,6352.32,8000.0,23.87,1.49,7028.0,509.6,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,10.734090518829474,,12.78826126126125,4.496908908908905,-43.19167802647179,,,0
G303.445-00.745,303.445,-0.744001,435.558,32.0,2.5,168.48000000000002,20.8,mJy/beam,65265.98604231159,8000.0,35.0,1.5,,500.0,WISE Catalog,Caswell & Haynes (1987),Parkes,F,9.784950272567988,,11.532374374374365,4.498936936936933,-41.78462739253668,,,0
G303.557-00.539,303.557,-0.53858,107.559,32.8,0.4,11.501950312003883,0.46629528291907635,mJy/beam,4204.08,8000.0,22.5,1.05,8153.2,442.3,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,9.839739189810707,,11.626428428428419,4.517650650650647,-42.93777368055403,,,0
G303.973-00.035,303.973,-0.0347358,119.439,16.6,1.2,11.869034507817762,1.488280189068058,mJy/beam,7356.15,8000.0,19.25,2.83,9165.2,1547.3,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,9.016312658904765,,10.521702702702694,4.563198198198194,-44.06623391164622,,,0
G304.034+00.290,304.034,0.290263,109.057,-43.9,1.4,6.370417799859536,1.086285116161019,mJy/beam,1508.65,8000.0,17.08,3.42,4698.3,1122.3,SHRDS Full Catalog,Wenger et al. (2021),ATCA,N,6.829869007561465,3.171969969969967,5.983792792792787,4.571888888888885,-43.656948181829456,,,0
G304.465-00.023,304.465,-0.0222261,143.748,-13.9,0.1,46.70779210086484,0.6437126805521616,mJy/beam,12350.63,8000.0,21.99,0.35,5971.2,109.9,SHRDS Full Catalog,Wenger et al. (2021),ATCA,,7.712720463922558,0.8104804804804798,8.435745745745738,4.622325325325321,-44.72057279123015,,,0
G304.557+00.329,304.557,0.329102,71.1308,-40.2,0.3,11.781472551501906,0.31688879101061806,mJy/beam,1504.63,8000.0,26.05,0.82,5993.3,220.3,SHRDS Full Catalog,Wenger et al. (2021),ATCA,T,6.899123554935384,2.9139489489489465,6.348979979979974,4.632393393393389,-46.593083956446044,,,0
G304.925+00.555,304.925,0.555719,174.351,-37.9,0.7,28.92478270281141,1.0496896948600913,mJy/beam,11222.68,8000.0,38.04,1.61,8039.3,390.7,SHRDS Full Catalog,Wenger et al. (2021),ATCA,T,,,,,,,,0
G305.224+00.212,305.224,0.212623,121.986,-39.0,2.5,1560.0,20.8,mJy/beam,65265.98604231159,8000.0,34.0,1.5,,500.0,WISE Catalog,Caswell & Haynes (1987),Parkes,T,6.959591475043658,2.6328648648648625,6.77564664664664,4.711380380380376,-46.53230989961027,,,0
G305.233+00.110,305.233,0.110253,678.693,-40.0,2.5,1331.2,20.8,mJy/beam,65265.98604231159,8000.0,36.0,1.5,,500.0,WISE Catalog,Caswell & Haynes (1987),Parkes,T,6.874793865083358,2.7775565565565543,6.669101101101095,4.710027027027023,-46.49124762497967,0.25,Krishnan et al. (2017),0
G305.261+00.243,305.261,0.243932,125.377,-39.0,2.5,1560.0,20.8,mJy/beam,65265.98604231159,8000.0,34.0,1.5,,500.0,WISE Catalog,Caswell & Haynes (1987),Parkes,T,6.904519179168793,2.8636126126126102,6.577759759759754,4.714945945945941,-47.318597614158165,,,0
G305.272+00.164,305.272,0.164542,90.8844,-39.0,2.5,1560.0,20.8,mJy/beam,65265.98604231159,8000.0,34.0,1.5,,500.0,WISE Catalog,Caswell & Haynes (1987),Parkes,T,6.951416449116265,2.6961081081081053,6.751881881881877,4.714619619619616,-47.09543407564108,,,0
G305.322-00.255,305.322,-0.254759,808.193,-45.0,2.5,239.20000000000002,20.8,mJy/beam,65265.98604231159,8000.0,36.0,1.5,,500.0,WISE Catalog,Caswell & Haynes (1987),Parkes,T,6.74382723846016,3.2211021021020994,6.229896896896891,4.724004004004,-48.69107750212535,,,0
G305.362+00.197,305.362,0.197691,102.299,-39.2,0.1,1172.7980991863396,9.807823703991115,mJy/beam,6713.8,8000.0,32.11,0.31,6032.1,67.4,SHRDS Full Catalog,Wenger et al. (2021),ATCA,T,6.893672896665243,2.601591591591589,6.871333333333327,4.724082082082078,-46.209182725018316,,,0
G305.363+00.150,305.363,0.15079,101.543,-34.9,0.4,113.9207528681904,3.105489229786553,mJy/beam,6713.8,8000.0,31.98,1.01,6771.9,245.8,SHRDS Full Catalog,Wenger et al. (2021),ATCA,T,,,,,,,,0
